,SNo,Date,StartupName,IndustryVertical,SubVertical,CityLocation,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,Quarter
1663,1662,20151014,Zappfresh,Raw Meat & Ready to eat food etailer,NA,Gurgaon,Undisclosed Investors,Seed Funding,"77,000",NA,15,2015-Qtr4
1664,1663,20151014,GymTrekker,Gym Discovery platform,NA,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,NA,NA,15,2015-Qtr4
1665,1664,20151015,Bounty App,Online Purchase rewards app,NA,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,NA,NA,15,2015-Qtr4
1666,1665,20151016,Homers.in,Home rental platform,NA,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,NA,NA,15,2015-Qtr4
1667,1666,20151016,mShipper,Crowdsourced Delivery platform,NA,New Delhi,Vijai Laxmi,Seed Funding,NA,NA,15,2015-Qtr4
1668,1667,20151016,BolRealty,Real Estate Insights platform,NA,New Delhi,Manpreet Singh,Seed Funding,NA,NA,15,2015-Qtr4
1669,1668,20151017,S-Cube Futuretech,Structural & Civil Engg Service Automation,NA,Mumbai,Parampara Capital,Private Equity,"1,000,000",Series A,15,2015-Qtr4
1670,1669,20151019,LetsVenture,Startup Funding Marketplace,NA,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,NA,Series A,15,2015-Qtr4
1671,1670,20151019,Citrus Payment,Payments Solution platform,NA,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,"25,000,000",Series C,15,2015-Qtr4
1672,1671,20151019,Holidify,Travel Destination Discovery platform,NA,New Delhi,Aarti Group,Seed Funding,"100,000",NA,15,2015-Qtr4
1673,1672,20151020,PrimaSeller,Order Fulfillment SAAS platform,NA,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,NA,NA,15,2015-Qtr4
1674,1673,20151020,Opinio,Last Mile Delivery Service,NA,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,"7,000,000",Series A,15,2015-Qtr4
1675,1674,20151020,Attune Technologies,Healthcare IT Solutions & services,NA,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,"10,000,000",Series B,15,2015-Qtr4
1676,1675,20151020,iChef.in,Gourmet Meals Delivery,NA,Mumbai,Springboard Ventures,Private Equity,NA,NA,15,2015-Qtr4
1677,1676,20151021,Jiyo Natural,Healthy Meals Food delivery platform,NA,Bangalore,Indian Angel Network,Seed Funding,NA,NA,15,2015-Qtr4
1678,1677,20151021,AgentDesks,Real Estate Mobile CRM,NA,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,"2,950,000",NA,15,2015-Qtr4
1679,1678,20151021,White Owl Brewery,Micro-Brewery,NA,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,"1,530,000",Series A,15,2015-Qtr4
1680,1679,20151021,MealHopper,Home Made Food Marketplace,NA,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,"100,000",NA,15,2015-Qtr4
1681,1680,20151021,Zenify.in,residential rental management platform,NA,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,"640,000",NA,15,2015-Qtr4
1682,1681,20151021,Stockal,Personalized Stock Intelligence Platform,NA,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,NA,NA,15,2015-Qtr4
1683,1682,20151023,Medd,Personal Diagnostic Mobile App,NA,Mumbai,Group of Angel investors,Seed Funding,"150,000",Bridge Round,15,2015-Qtr4
1684,1683,20151023,Leaping Caravan,Online food ordering & Delivery service,NA,Gurgaon,Group of Angel investors,Seed Funding,"150,000",NA,15,2015-Qtr4
1685,1684,20151023,Frsh,Online food ordering & Delivery service,NA,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,"1,000,000",Bridge Round,15,2015-Qtr4
1686,1685,20151023,Qik Stay,Hotel Aggregator & booking platform,NA,New Delhi,ID Enablers Pvt Ltd,Seed Funding,"250,000",NA,15,2015-Qtr4
1687,1686,20151026,Parcelled,Online Logistics Platform,NA,Bangalore,Delhivery,Private Equity,"5,000,000",NA,15,2015-Qtr4
1688,1687,20151026,AlmaMapper,Online Student & Campus Social Networking platform,NA,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,"400,000",NA,15,2015-Qtr4
1689,1688,20151026,Flexing It,Professionals & Project Search Marketplace,NA,New Delhi,undisclosed private investors,Seed Funding,"500,000",NA,15,2015-Qtr4
1690,1689,20151026,Netmeds.com,Online Pharmacy,NA,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,"50,000,000",Series A,15,2015-Qtr4
1691,1690,20151026,Razorpay,Online Payment Gateway,NA,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,"9,000,000",Series A,15,2015-Qtr4
1692,1691,20151027,Jombay,Psychometric Test Online Software,NA,Pune,Ventureworks India,Private Equity,NA,NA,15,2015-Qtr4
1693,1692,20151027,Happitoo,Location based Nightlife recommendation  Platform,NA,Mumbai,Unnamed investor,Seed Funding,"77,000",NA,15,2015-Qtr4
1694,1693,20151027,Care24,Professional Health Services Platform,NA,Mumbai,India Quotient,Seed Funding,"350,000",NA,15,2015-Qtr4
1695,1694,20151027,Roadrunnr,Hyperlocal Logistics Service,NA,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,"10,000,000",Series B,15,2015-Qtr4
1696,1695,20151027,Simpli5d,Online user engagement platform,NA,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,NA,Bridge Funding,15,2015-Qtr4
1697,1696,20151028,ORIGA Leasing,Asset Financing platform,NA,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,"1,100,000",NA,15,2015-Qtr4
1698,1697,20151028,Smartivity.in,Virtual Reality activity based learning platform,NA,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,"200,000",NA,15,2015-Qtr4
1699,1698,20151028,UrDoorStep,Online Grocery Store,NA,Bangalore,Jupiter Capital,Private Equity,NA,Series A,15,2015-Qtr4
1700,1699,20151029,Tavaga,Investment management platform,NA,Mumbai,Tracxn Syndicate,Seed Funding,NA,NA,15,2015-Qtr4
1701,1700,20151029,Moglix,Industrial Toons Marketplace,NA,Noida,"Accel Partner, Jungle Ventures",Private Equity,NA,pre-Series A,15,2015-Qtr4
1702,1701,20151029,ZopHop,Public Commute helper App,NA,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,"450,000",NA,15,2015-Qtr4
1703,1702,20151030,Niki.ai,Artificial Intelligence Ecommerce Chatbot,NA,Bangalore,Unilazer Ventures,Seed Funding,NA,NA,15,2015-Qtr4
1704,1703,20151030,Instavans,Truck Aggregator & Logistics service,NA,Bangalore,Suresh Vaswani,Seed Funding,NA,NA,15,2015-Qtr4
1705,1704,20151030,LiftO,Ridesharing Mobile app,NA,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,"130,000",NA,15,2015-Qtr4
1706,1705,20151030,TinyOwl,Food Discovery & Delivery Mobile app,NA,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,"7,500,000",Series B,15,2015-Qtr4
1707,1706,20151030,Toppr.com,Competitive exam learning platform,NA,Mumbai,InnoVen Capital,Private Equity,"2,000,000",Series C,15,2015-Qtr4
1708,1707,20151030,Kleeto,Document Digitization platform,NA,Gurgaon,GREX,Seed Funding,"230,000",pre-Series A,15,2015-Qtr4
1709,1708,20151030,BeaconsTalk,proximity marketing & Mobile Advertising platform,NA,Mumbai,Puneet Bhatia & others,Seed Funding,"80,000",NA,15,2015-Qtr4
1710,1709,20151031,Jugnoo,Autorickshaw Aggregator & Booking platform,NA,Chandigarh,Paytm,Private Equity,"10,000,000",Series B,15,2015-Qtr4
1711,1710,20150901,TOFlo,FinTech Startup Incubation platform,NA,Mumbai,Tania Johny Palathinkal,Seed Funding,"100,000",NA,15,2015-Qtr3
1712,1711,20150901,FXMartIndia,Payment Services platform,NA,Chandigarh,Flipkart,Private Equity,NA,Strategic Investment (Majority Stake),15,2015-Qtr3
1713,1712,20150901,Stylecracker,Personalized Styling platform,NA,Mumbai,Group of HNI investors,Private Equity,"1,000,000",Series A,15,2015-Qtr3
1714,1713,20150901,Luxuryhues,Luxury goods  Shopping Platform,NA,Gurgaon,Reliance Capital,Private Equity,"900,000",Series A,15,2015-Qtr3
1715,1714,20150902,HolaChef,Food Delivery Platform,NA,Mumbai,Ratan Tata,Private Equity,NA,Part of Series A raised in June 2015,15,2015-Qtr3
1716,1715,20150902,Zivame,Online Lingerie Marketplace,NA,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,"40,000,000",Series C,15,2015-Qtr3
1717,1716,20150902,Capillary Tech,Cloud software solutions,NA,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,"45,000,000",Series D,15,2015-Qtr3
1718,1717,20150903,Jobspire,Job Search Platform,NA,Bangalore,Purvi Capital,Seed Funding,"260,000",NA,15,2015-Qtr3
1719,1718,20150903,MeraDoctor,Doctor consultancy Mobile App,NA,Mumbai,India Quotient & other investors,Seed Funding,NA,NA,15,2015-Qtr3
1720,1719,20150903,Vistaar Finance,Small Business Financing (NBFC),NA,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,  Lok Capital",Private Equity,"40,000,000",NA,15,2015-Qtr3
1721,1720,20150903,HiJinny,Beauty & Wellness Services Marketplace,NA,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,NA,NA,15,2015-Qtr3
1722,1721,20150904,Clapsnslaps,Online Movie Review Platform,NA,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,"150,000",NA,15,2015-Qtr3
1723,1722,20150904,Blubox,ECommerce Brands’ Full Service Agency,NA,Mumbai,Ashish Jhalani,Seed Funding,"100,000",NA,15,2015-Qtr3
1724,1723,20150904,RoomCentral,Cloud-based Hotel Booking Platform,NA,Bangalore,Karanpal Singh,Seed Funding,"2,000,000",NA,15,2015-Qtr3
1725,1724,20150907,YouthKiAwaaz,Community Driven News/Views Platform,NA,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,"600,000",NA,15,2015-Qtr3
1726,1725,20150907,Prozo,Study Material Marketplace,NA,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,"205,000",NA,15,2015-Qtr3
1727,1726,20150907,Zomato,Restaurant Ratings & Reviews platform,NA,Gurgaon,"Temasek, Vy Capital",Private Equity,"60,000,000",Late Stage,15,2015-Qtr3
1728,1727,20150907,Sahayog Dairy,Dairy Based Product Manufacturer,NA,Bhopal,Acumen Fund,Private Equity,"1,800,000",Series A,15,2015-Qtr3
1729,1728,20150908,MockBank,Government Test Preparation platform,NA,Bangalore,Blume Ventures,Seed Funding,"400,000",NA,15,2015-Qtr3
1730,1729,20150908,ReportBee,Smart Report Cards for Schools,NA,Chennai,India Educational Investment Fund,Seed Funding,NA,NA,15,2015-Qtr3
1731,1730,20150908,GuruG Learning,Teacher empowerment platform,NA,Bangalore,India Educational Investment Fund,Seed Funding,NA,NA,15,2015-Qtr3
1732,1731,20150910,OnlineTyari,Multilingual Test Preparation Platform,NA,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,"770,000",Series A,15,2015-Qtr3
1733,1732,20150910,IndustryBuying,Industrial Tools Marketplace,NA,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,"9,200,000",Series B,15,2015-Qtr3
1734,1733,20150910,The/Nudge Foundation,Non Profit Organization to alleviate poverty,NA,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,"315,000",NA,15,2015-Qtr3
1735,1734,20150911,FitMeIn,Gym & Fitness Studios Subscription platform,NA,New Delhi,Green House Ventures,Seed Funding,"100,000",NA,15,2015-Qtr3
1736,1735,20150911,Envoged,pre-used luxury item Marketplace,NA,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,NA,NA,15,2015-Qtr3
1737,1736,20150911,Zapyle,pre-used apparel shopping mobile app,NA,Bangalore,NA,Seed Funding,"1,000,000",NA,15,2015-Qtr3
1738,1737,20150911,Renomania,Home Design & Décor platform,NA,New Delhi,Subodh Gupta,Seed Funding,NA,NA,15,2015-Qtr3
1739,1738,20150912,CredR,Used Vehicles Marketplace,NA,Mumbai,Eight Road Ventures,Private Equity,"15,000,000",Series A,15,2015-Qtr3
1740,1739,20150912,YatraGenie,Online Bus & Cab ticketing platform,NA,Hyderabad,Ash Bhardwaj,Private Equity,NA,Series A,15,2015-Qtr3
1741,1740,20150914,CanvasFlip,Mobile App testing platform,NA,Hyderabad,Bessemer Venture Partners,Seed Funding,"1,200,000",NA,15,2015-Qtr3
1742,1741,20150914,Shadowfax,Hyperlocal Delivery Services,NA,Gurgaon,Eight Roads Ventures,Private Equity,"9,000,000",Series A,15,2015-Qtr3
1743,1742,20150914,UE Life Sciences,Early Cancer Detection Solutions,NA,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,"3,000,000",Series A,15,2015-Qtr3
1744,1743,20150914,Ola Cabs,Cab rental Mobile app,NA,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,"225,000,000",Late Stage,15,2015-Qtr3
1745,1744,20150915,Coverfox,Online Insurance Distribution Platform,NA,Mumbai,Cataraman Ventures,Private Equity,"2,000,000",Part of $12M Series B funding,15,2015-Qtr3
1746,1745,20150915,MoEngage,Mobile Marketing Automation Platform,NA,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,"4,250,000",Series A,15,2015-Qtr3
1747,1746,20150915,Mubble,Prepaid Mobile Bill Manager App,NA,Bangalore,Nandan Nilekani,Seed Funding,NA,NA,15,2015-Qtr3
1748,1747,20150915,Tea Trails,Chain of Tea Café’s,NA,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,"1,000,000",NA,15,2015-Qtr3
1749,1748,20150915,Room on Call,Branded Budget Hotel Marketplace,NA,Noida,Payal Syal,Seed Funding,"300,000",NA,15,2015-Qtr3
1750,1749,20150915,FYNE,Home Fitting & Fixtures Marketplace,NA,Bangalore,Sandeep Dama & Others,Seed Funding,NA,Pre-Series A,15,2015-Qtr3
1751,1750,20150916,ChaiPoint,Food Subscription platform,NA,Bangalore,Eight Roads Ventures,Private Equity,"10,000,000",Series A,15,2015-Qtr3
1752,1751,20150916,WedmeGood.com,Wedding Planning Platform,NA,Gurgaon,Indian Angel Network,Seed Funding,"410,000",NA,15,2015-Qtr3
1753,1752,20150916,XSTOK,B2B Mobile Auction Marketplace,NA,Mumbai,Oliphans Capital,Seed Funding,"450,000",NA,15,2015-Qtr3
1754,1753,20150917,UniLog,ECommerce Data Analytics Platform,NA,Bangalore,Kalaari Capital,Private Equity,NA,NA,15,2015-Qtr3
1755,1754,20150917,Paintcollar,Designer Merchandize Marketplace,NA,Mumbai,Applyifi,Seed Funding,NA,Bridge Funding,15,2015-Qtr3
1756,1755,20150917,YepMe,Private label Fashion eTailer,NA,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,"75,000,000",Series D,15,2015-Qtr3
1757,1756,20150917,Bueno,Online Food ordering & delivery,NA,Gurgaon,High Networth Individuals (No details),Seed Funding,"600,000",NA,15,2015-Qtr3
1758,1757,20150918,Plabro,Real Estate Broker Platform App,NA,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,"350,000",NA,15,2015-Qtr3
1759,1758,20150918,CureJoy,Online Health & Wellness platform,NA,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,"1,150,000",Pre-Series A,15,2015-Qtr3
1760,1759,20150918,Briston Technomach,Internet of Things platform,NA,New Delhi,Undisclosed,Seed Funding,"150,000",NA,15,2015-Qtr3
1761,1760,20150918,LabStreet,Diagnostic Labs aggregator platform,NA,Gurgaon,Multiple investors,Seed Funding,"150,000",NA,15,2015-Qtr3
1762,1761,20150919,DailyNinja,Hyperlocal Delivery Platform,NA,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,NA,NA,15,2015-Qtr3
1763,1762,20150921,Portea Medical,Home Medical Care Services,NA,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,"37,500,000",NA,15,2015-Qtr3
1764,1763,20150921,Neotrade Analytics,Real-Time stock data platform,NA,Bangalore,Rainmatter,Seed Funding,"235,000",NA,15,2015-Qtr3
1765,1764,20150921,DishCo,Food discovery & table booking app,NA,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,NA,NA,15,2015-Qtr3
1766,1765,20150921,LafaLafa,coupons and cashback aggregator app,NA,Mumbai,500 Startups,Seed Funding,"125,000",thru Accelerator,15,2015-Qtr3
1767,1766,20150921,ConnectAbank,Financial Products lead generation platform,NA,Mumbai,Prakhar Bumb,Seed Funding,NA,NA,15,2015-Qtr3
1768,1767,20150922,VillFarm,Sustainable Agri-inputs Firm,NA,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,NA,NA,15,2015-Qtr3
1769,1768,20150922,Bestdealfinance,Financial Services Portal,NA,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,"3,000,000",Series A,15,2015-Qtr3
1770,1769,20150922,GameXS.in,Pre-owned games Marketplace,NA,New Delhi,Lead Angels,Seed Funding,NA,NA,15,2015-Qtr3
1771,1770,20150922,The Man Company,Content-based Subscription eCommerce platform,NA,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,NA,NA,15,2015-Qtr3
1772,1771,20150922,Virtual Logic,"virtual reality, 3d simulation and stereoscopic products",NA,Bangalore,Swarnim Multiventures,Private Equity,"800,000",Pre-Series A,15,2015-Qtr3
1773,1772,20150922,Furdo,Online Interior Designing platform,NA,Bangalore,Bhavdeep Reddy,Seed Funding,"400,000",NA,15,2015-Qtr3
1774,1773,20150922,LogiNext,End-to-end Logistics platform,NA,Mumbai,Paytm,Private Equity,"10,000,000",Series A,15,2015-Qtr3
1775,1774,20150922,Korra,Private Label Apparel sales,NA,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,"300,000",NA,15,2015-Qtr3
1776,1775,20150923,Credihealth,Healthcare Consulting platform,NA,Gurgaon,Rajat Malhotra,Seed Funding,NA,NA,15,2015-Qtr3
1777,1776,20150923,Amigobulls,Stock Market Portal,NA,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,NA,NA,15,2015-Qtr3
1778,1777,20150923,SilverPush,Cross-device retargeting platform,NA,Gurgaon / SFO,M&S Partners,Private Equity,"1,200,000",Series A,15,2015-Qtr3
1779,1778,20150923,Juggernaut,Digital & Physical Publishing platform,NA,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,"2,250,000",Series A,15,2015-Qtr3
1780,1779,20150923,InnerChef,Food Delivery Platform,NA,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,"1,750,000",pre-Series A,15,2015-Qtr3
1781,1780,20150924,Quintype,Data Driven Publishing platform,NA,Bangalore,Raghav Bahl,Private Equity,"3,300,000",NA,15,2015-Qtr3
1782,1781,20150924,Capabiliti,Employee OnBoarding & Orientation platform,NA,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"400,000",NA,15,2015-Qtr3
1783,1782,20150924,Fourth Partner Energy,Solar Power Solutions company,NA,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,"2,000,000",Series A,15,2015-Qtr3
1784,1783,20150924,Licious,Online Meat Ordering platform,NA,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"1,000,000",NA,15,2015-Qtr3
1785,1784,20150925,TravelKhana,online meal-booking platform for train travelers,NA,New Delhi,Astarc Ventures & Others,Seed Funding,NA,Pre-Series A,15,2015-Qtr3
1786,1785,20150928,Quickli,hyperlocal delivery platform,NA,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,NA,NA,15,2015-Qtr3
1787,1786,20150928,Ola Cabs,Cab Booking app platform,NA,Bangalore,Didi Kuaidi,Private Equity,"30,000,000",late Stage (part of $500M funding rnd),15,2015-Qtr3
1788,1787,20150929,Paytm,E-Commerce & M-Commerce platform,NA,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"680,000,000",Late Stage (Alibaba @ 40% equity),15,2015-Qtr3
1789,1788,20150929,Inmobi,Mobile Advertising platform,NA,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,"100,000,000",Late Stage,15,2015-Qtr3
1790,1789,20150929,Peppertap,Hyperlocal Grocery Delivery,NA,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"36,000,000",Series B,15,2015-Qtr3
1791,1790,20150929,Hugefly,Ecommerce Product recommendation platform,NA,Pune,Mayank Singhal and others,Seed Funding,NA,NA,15,2015-Qtr3
1792,1791,20150929,Brigge,Activity Based Social Network,NA,Chennai,The Chennai Angels,Seed Funding,NA,NA,15,2015-Qtr3
1793,1792,20150929,Zakoopi,Fashion Discovery platform,NA,New Delhi,Uniqorn Ventures,Seed Funding,"350,000",NA,15,2015-Qtr3
1794,1793,20150929,LoanCircle,Consumer lending marketplace,NA,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,NA,NA,15,2015-Qtr3
1795,1794,20150930,Infoworks,Big Data Management Platform,NA,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"5,000,000",NA,15,2015-Qtr3
1796,1795,20150930,RedDoorz,Budget Accommodation Platform,NA,Noida,Jungle Ventures,Seed Funding,"1,000,000",NA,15,2015-Qtr3
1797,1796,20150930,FirstTouch,Local Mobile OS,NA,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,NA,Super angel round,15,2015-Qtr3
1798,1797,20150930,Eywa Media,Digital Signal processing platform,NA,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"1,000,000",NA,15,2015-Qtr3
1799,1798,20150801,Snapdeal,Ecommerce Marketplace,NA,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"500,000,000",Late Stage Round 7th (More details),15,2015-Qtr3
1800,1799,20150801,Ressy,Restaurant Discount app,NA,Pune,Mohandas Pai & others,Seed Funding,"400,000",NA,15,2015-Qtr3
1801,1800,20150803,Cuelearn,Tech-enabled learning,NA,New Delhi,Alok Mittal,Seed Funding,NA,NA,15,2015-Qtr3
1802,1801,20150803,Connect India,ECommerce Logistics provider,NA,New Delhi,Aavishkaar,Private Equity,"5,000,000",Series A,15,2015-Qtr3
1803,1802,20150803,The Home Salon,on-demand home beauty and wellness portal,NA,Mumbai,VentureNursery,Seed Funding,NA,NA,15,2015-Qtr3
1804,1803,20150803,Jusride,Self Driven Car rental,NA,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,NA,NA,15,2015-Qtr3
1805,1804,20150803,Oyorooms,Budget Hotel accommodation brand,NA,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,  Lightspeed India",Private Equity,"100,000,000",Series B,15,2015-Qtr3
1806,1805,20150803,Glowship,Energy & Environment Online Marketplace,NA,Bangalore,Infuse Ventures,Seed Funding,NA,NA,15,2015-Qtr3
1807,1806,20150803,Wizrocket,User Engagment & Analytics platform,NA,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"9,600,000",Series B,15,2015-Qtr3
1808,1807,20150804,Pickingo,On-Demand Delivery Logistics,NA,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"1,300,000",Series A,15,2015-Qtr3
1809,1808,20150805,Grex,fund raising platform for startups,NA,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"650,000",NA,15,2015-Qtr3
1810,1809,20150805,LetsTransport,Logistics Tech Platform,NA,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"1,300,000",NA,15,2015-Qtr3
1811,1810,20150805,Zo Rooms,Online budget hotel chain,NA,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"30,000,000",Series A,15,2015-Qtr3
1812,1811,20150805,Doormint,Hyperlocal Handyman services,NA,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"3,000,000",Series A,15,2015-Qtr3
1813,1812,20150805,NightStay,hotel booking app,NA,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"500,000",NA,15,2015-Qtr3
1814,1813,20150805,Zocalo,Rental Accomodation finder,NA,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,NA,NA,15,2015-Qtr3
1815,1814,20150805,Sunday Realty Solutions,Tech Platform for property brokers,NA,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"785,000",NA,15,2015-Qtr3
1816,1815,20150806,Klozee,Luxury Apparel rental,NA,Bangalore,Tracxn Labs,Seed Funding,NA,NA,15,2015-Qtr3
1817,1816,20150806,Appvigil,App security  testing platform,NA,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"500,000",pre Series-A,15,2015-Qtr3
1818,1817,20150806,practo,Doctor Appointment booking app,NA,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"90,000,000",Series C,15,2015-Qtr3
1819,1818,20150806,LoudShout,anonymous bulletin board app,NA,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,NA,NA,15,2015-Qtr3
1820,1819,20150806,Wetravelsolo,Travel community platform,NA,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,NA,NA,15,2015-Qtr3
1821,1820,20150806,Ketto,Crowd funding platform,NA,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"700,000",NA,15,2015-Qtr3
1822,1821,20150806,Ezetap,Mobile based PoS solution,NA,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"25,000,000",Series C,15,2015-Qtr3
1823,1822,20150806,NDTV ecommerce venture,Car & Bike ecommerce platform,NA,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,NA,Series A,15,2015-Qtr3
1824,1823,20150807,Carl’s Jr,Fast food Chain Franchisee,NA,Gurgaon,YouWeCan Ventures,Seed Funding,"630,000",NA,15,2015-Qtr3
1825,1824,20150807,EasyRewardz,Loyalty Programs & Reward Points,NA,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"500,000",Pre-Series A,15,2015-Qtr3
1826,1825,20150807,GIBSS,Energy saving solutions provider,NA,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,NA,Series A,15,2015-Qtr3
1827,1826,20150807,StoreMore.in,Self-Storage Spaces,NA,Noida,Bedrock Ventures,Seed Funding,NA,NA,15,2015-Qtr3
